index,prediction
116092,11 ounces
116093,56.0 grams
116094,1.5 kilograms
116096,
116097,
116099,32.0 fluid ounces
116101,0.19 pounds
116102,
116103,750 milliliters
116104,22.0 fluid ounces
116105,1.00 kilogram
116106,30 kilograms
116108,
116111,12.0 ounces
116112,430 grams
116114,1.5 kilograms
116116,1.5 kilograms
116117,210 grams
116119,
116120,
116122,
116123,370.0 grams
116126,
116128,
116129,89 grams
116131,
116133,
116135,
116137,5.0 pounds
116140,8.2 ounces
116141,217 grams
116142,2.3 pounds
116143,32.1 fluid ounces
116144,15.0 milliliters
116146,100 grams
116147,150 grams
116148,1.0 pound
116149,1.5 pounds
116150,2.0 fluid ounces
116151,
116153,600 pounds
116154,750 milliliters
116155,
116156,0.26 kilograms
116157,
116159,2.71 pounds
116161,1.5 kilograms
116162,
116163,62.0 kilograms
116164,1.5 kilograms
116165,
116168,12.0 fluid ounces
116171,24.0 ounces
116173,63.93 pounds
116175,
116176,20.0 pounds
116177,31.7 pounds
116180,100 milliliters
116181,3.0 fluid ounces
116183,
116184,3.4 fluid ounces
116185,
116188,
116191,1.5 pounds
116192,3.5 grams
116193,500 grams
116194,
116195,
116196,
116197,1.0 kilogram
116198,0.5 kilograms
116200,22.0 pounds
116203,1.78 pounds
116204,5.0 pounds
116205,
116206,44 pounds
116207,
116208,150.0 pounds
116209,1.5 kilograms
116210,3.7 pounds
116211,160 grams
116212,3.63 kilograms
116213,
116214,16.0 fluid ounces
116216,
116217,1100 pounds
116219,5.5 pounds
116221,1.0 kilogram
116222,1 quart
116223,
116224,1.5 kilograms
116225,29.0 grams
116226,
116227,
116228,11 milliliters
116230,60.0 grams
116231,
116232,14.0 grams
116233,13 pounds
116234,16.0 fluid ounces
116235,32.0 fluid ounces
116236,
116238,66.0 pounds
116239,1.1 ounces
116240,280 grams
116241,20 pounds
116242,
116243,11.0 ounces
116244,1.5 pounds
116246,0.5 kilograms
116247,32.0 fluid ounces
116248,10.5 ounces
116249,1.0 pound
116250,
116251,1.0 liter
116252,5.0 pounds
116254,8.8 ounces
116255,1.5 kilograms
116256,500 grams
116257,1.2 pounds
116258,2175 grams
116259,68.0 fluid ounces
116260,2.75 pounds
116261,8.5 fluid ounces
116262,13 pounds
116263,
116264,62.0 kilograms
116266,25.40 ounces
116267,11 pounds
116269,10.1 fluid ounces
116270,1.0 liter
116273,330.0 pounds
116275,
116276,2.2 pounds
116277,73.0 milliliters
116278,2.4 kilograms
116280,2.2 pounds
116282,1.5 kilograms
116283,
116284,
116285,1.5 kilograms
116286,10.8 pounds
116287,
116288,1.5 pounds
116289,0.1 kilograms
116292,1.5 pounds
116294,
116295,
116296,485 pounds
116299,
116302,
116303,
116304,
116305,
116306,
116307,40 pounds
116308,32 ounces
116309,1.76 ounces
116310,8 fluid ounces
116311,17.0 fluid ounces
116313,
116315,
116316,1.1 pounds
116318,3.5 pounds
116319,32.0 grams
116321,
116322,
116324,225 grams
116325,
116327,3.79 liters
116328,
116329,240 grams
116330,
116331,
116333,20.2 grams
116336,
116338,
116339,
116340,
116341,28.7 kilograms
116342,
116344,
116345,32.0 pounds
116346,
116347,7.6 ounces
116349,10.0 kilograms
116351,100 pounds
116353,400 grams
116354,50 pounds
116358,
116359,16.0 fluid ounces
116360,20 pounds
116363,10.8 pounds
116364,
116366,375 grams
116367,28.7 pounds
116368,5.0 pounds
116369,1.5 ounces
116371,1.5 kilograms
116373,1.5 kilograms
116374,0.70 ounces
116378,120 milliliters
116380,
116381,33.6 ounces
116382,0.14 kilograms
116383,0.68 pounds
116384,
116386,590 grams
116387,
116388,
116390,15 pounds
116392,300 pounds
116394,230 grams
116395,
116398,
116400,440 pounds
116402,68.0 fluid ounces
116403,12.0 fluid ounces
116404,
116406,11.0 pounds
116407,43.6 pounds
116409,
116410,380 grams
116411,
116414,30.0 milliliters
116415,
116419,150 kilograms
116420,16.9 fluid ounces
116423,500 grams
116424,
116425,0.17 ounces
116426,1.0 kilogram
116427,0.33 pounds
116429,
116430,20.0 milliliters
116431,0.5 pounds
116433,
116435,110 grams
116436,200 grams
116438,15.0 pounds
116440,
116441,14.0 fluid ounces
116442,500 grams
116443,
116444,
116445,7.3 ounces
116446,2.0 fluid ounces
116447,
116448,
116450,15 pounds
116451,34.0 grams
116453,91.27 pounds
116454,5 ounces
116455,
116457,4.5 pounds
116461,
116462,44 pounds
116464,3.0 pounds
116465,12.1 pounds
116466,
116467,
116468,350 pounds
116469,1.57 kilograms
116470,296 grams
116471,2.54 pounds
116472,1.5 kilograms
116473,0.93 pounds
116474,1.8 pounds
116475,24.0 kilograms
116477,1.5 kilograms
116479,1.0 pound
116482,
116483,10.0 grams
116484,
116486,
116488,
116490,2.5 kilograms
116491,
116492,750 milliliters
116494,450 pounds
116495,6.0 kilograms
116497,
116498,
116499,8.5 grams
116501,
116502,1.0 gram
116503,0.5 pounds
116505,
116508,81 grams
116509,750.0 milliliters
116510,1.0 gram
116511,25.0 fluid ounces
116512,50 milliliters
116513,16.0 ounces
116514,
116515,220.0 grams
116516,225 grams
116517,24.0 fluid ounces
116518,1.5 kilograms
116521,0.72 pounds
116523,
116524,500 grams
116526,243 pounds
116527,82.5 fluid ounces
116529,2.0 ounces
116530,32.0 fluid ounces
116531,10.5 ounces
116532,
116534,1.5 kilograms
116535,5.0 pounds
116536,1.59 ounces
116538,0.79 pounds
116540,350 pounds
116543,16.0 fluid ounces
116545,20 ounces
116546,
116548,24.0 pounds
116549,75.0 grams
116551,55.0 pounds
116552,2.8 pounds
116553,0.38 pounds
116554,35 pounds
116555,6 ounces
116557,1.0 pound
116558,
116560,1.0 pound
116562,1.5 kilograms
116563,1.5 pounds
116564,
116565,12.35 ounces
116567,
116568,0.1 kilograms
116569,
116570,
116571,249 grams
116572,8.1 kilograms
116573,176 grams
116574,440 pounds
116577,500 grams
116579,10.0 grams
116580,201 grams
116582,0.5 kilograms
116583,2.75 pounds
116584,60 ounces
116585,
116586,1.5 kilograms
116587,
116589,7.3 pounds
116590,1.5 pounds
116591,5.2 pounds
116592,16.9 fluid ounces
116593,0.0 grams
116594,246 grams
116595,0.0 grams
116596,204 grams
116597,
116598,742 grams
116599,23.0 pounds
116600,250 grams
116602,0.59 ounces
116603,
116605,8.0 fluid ounces
116606,0.57 pounds
116607,390 grams
116608,
116610,3.15 pounds
116611,25.0 kilograms
116614,
116615,880 pounds
116617,3.4 fluid ounces
116618,2.2 pounds
116621,415 grams
116622,
116623,5.6 pounds
116625,5.0 milliliters
116627,500 grams
116629,265 pounds
116631,
116634,1.5 kilograms
116635,600 pounds
116639,
116640,1.5 pounds
116644,
116645,1.0 quart
116646,
116647,12.0 fluid ounces
116648,87 grams
116649,
116650,0.5 gallons
116651,
116652,270 grams
116653,0.56 pounds
116656,36 fluid ounces
116657,196 grams
116658,6.0 pounds
116659,12.0 pounds
116660,500 grams
116661,35.28 pounds
116662,1.5 kilograms
116664,
116665,236.0 milliliters
116666,5.6 pounds
116667,345 grams
116670,
116672,33.8 fluid ounces
116673,2.2 pounds
116674,13.2 pounds
116676,71.0 pounds
116677,8.0 fluid ounces
116678,500 grams
116680,
116681,1.5 kilograms
116683,1.0 quart
116684,
116686,0.5 kilograms
116687,15.0 milliliters
116688,8.5 fluid ounces
116690,125 grams
116691,10.0 ounces
116692,4.5 pounds
116693,11.0 grams
116695,66 pounds
116696,220.0 pounds
116698,9.5 pounds
116699,360 grams
116700,0.5 kilograms
116701,
116702,6.0 pounds
116703,28 kilograms
116704,
116706,212.5 grams
116707,
116709,150 pounds
116710,0.55 pounds
116711,
116712,88 pounds
116715,
116716,2.2 pounds
116719,1.5 kilograms
116721,
116722,
116723,15.4 pounds
116725,69.4 pounds
116726,2.5 pounds
116727,1.03 pounds
116728,10.0 grams
116730,1.0 kilogram
116732,
116735,1.0 pound
116736,
116737,0.92 pounds
116738,120 pounds
116739,265 pounds
116741,32 fluid ounces
116743,1.5 kilograms
116744,13.0 ounces
116746,350 kilograms
116747,
116749,12.0 fluid ounces
116750,29.7 pounds
116752,60.0 milliliters
116753,173.0 pounds
116754,12.0 fluid ounces
116755,12.0 pounds
116757,11 pounds
116759,0.45 pounds
116760,7.0 grams
116761,
116764,60.0 pounds
116765,17.40 grams
116766,3.9 ounces
116767,
116770,
116771,
116772,
116774,
116775,1.0 quart
116778,
116779,273.0 grams
116781,30 kilograms
116782,
116783,6.0 pounds
116784,5.29 ounces
116786,100 grams
116788,248 grams
116790,1.0 fluid ounce
116791,30.0 kilograms
116795,
116796,1.5 pounds
116797,24.0 fluid ounces
116800,500 pounds
116801,
116803,1.06 pounds
116804,10.0 pounds
116805,
116807,750 milliliters
116808,400 pounds
116811,
116812,
116814,16 fluid ounces
116815,1.5 kilograms
116817,8.0 pounds
116818,
116820,
116821,750 milliliters
116824,
116825,
116826,0.5 kilograms
116828,
116829,1.1 pounds
116830,
116831,0.99 pounds
116832,
116834,
116835,
116836,
116837,1.76 ounces
116838,
116841,150 kilograms
116843,10.50 grams
116846,2.9 ounces
116847,
116848,2.90 pounds
116849,1.5 kilograms
116850,
116852,1.0 ounce
116853,1.5 pounds
116856,1.5 kilograms
116857,66 pounds
116858,3.1 pounds
116859,0.7 kilograms
116860,1.54 pounds
116861,1.13 kilograms
116863,750 milliliters
116864,16.9 fluid ounces
116865,
116866,
116867,
116869,
116871,1.0 fluid ounce
116872,0.0 grams
116873,
116874,
116876,88 pounds
116877,230 grams
116879,100 pounds
116880,11 pounds
116882,
116884,67.0 pounds
116885,
116887,21.0 grams
116888,1.0 milliliter
116889,0.25 fluid ounces
116890,15.0 milliliters
116891,300 pounds
116893,1.5 kilograms
116894,250 milliliters
116895,11.0 fluid ounces
116896,265 pounds
116898,1.5 kilograms
116899,
116900,112 grams
116901,
116902,5.6 ounces
116903,2.6 ounces
116904,285 pounds
116907,500 grams
116910,1.5 kilograms
116911,1100 pounds
116913,1.5 kilograms
116915,265 pounds
116917,3.85 pounds
116918,
116919,9.0 kilograms
116924,
116925,
116926,300 pounds
116930,1.5 kilograms
116931,0.25 fluid ounces
116933,
116934,
116935,
116938,
116940,800 grams
116941,
116945,8.8 pounds
116946,
116948,8.0 pounds
116949,17.6 ounces
116950,66 pounds
116952,440 pounds
116954,
116955,17.0 fluid ounces
116956,
116958,5.8 pounds
116961,16 fluid ounces
116964,
116968,1.0 pound
116969,6.8 fluid ounces
116970,12.2 ounces
116972,
116973,245 grams
116976,2.1 pounds
116977,200 grams
116979,5.2 kilograms
116980,0.27 fluid ounces
116981,0.79 kilograms
116982,1.5 kilograms
116984,357 grams
116985,
116987,
116990,16.0 fluid ounces
116992,15.7 kilograms
116995,200.0 kilograms
116996,
116997,4.750 liters
116998,
116999,
117000,2.7 kilograms
117001,
117003,88 pounds
117006,1.83 ounces
117007,500 grams
117008,8.5 fluid ounces
117009,1.6 kilograms
117013,
117014,60.0 grams
117015,1 pound
117017,
117018,6.3 pounds
117020,8.0 pounds
117022,1.5 kilograms
117023,12.00 grams
117024,
117026,
117028,2.37 fluid ounces
117029,
117030,1.5 kilograms
117031,26.8 pounds
117032,
117033,0.5 pounds
117034,
117035,
117037,
117038,
117039,1.09 ounces
117041,0.43 kilograms
117042,210 milliliters
117043,
117045,330 pounds
117047,5.0 fluid ounces
117048,35.0 pounds
117049,500 kilograms
117051,
117052,2.7 milliliters
117053,
117054,
117055,0.70 pounds
117056,30 milliliters
117058,150 pounds
117061,
117062,13 pounds
117063,
117064,10.5 kilograms
117066,
117067,8.5 fluid ounces
117068,
117070,
117071,1.4 pounds
117074,9.0 grams
117075,11.15 fluid ounces
117076,32.0 fluid ounces
117077,
117079,1.0 kilogram
117081,2.5 pounds
117082,1.5 kilograms
117083,11 milliliters
117084,20.1 ounces
117086,8.5 grams
117087,1.5 pounds
117088,
117089,1.5 kilograms
117090,
117091,1.5 kilograms
117093,143 pounds
117095,25.0 pounds
117096,500 grams
117097,
117099,
117100,2.8 pounds
117101,
117102,32.0 fluid ounces
117103,100 grams
117107,
117108,
117109,5.0 pounds
117110,145 grams
117111,
117113,1.5 kilograms
117114,
117115,3.1 kilograms
117116,1.5 kilograms
117117,2010 grams
117118,1.29 kilograms
117119,
117120,
117122,
117124,1.5 kilograms
117126,58.5 pounds
117127,102.0 grams
117129,1.24 pounds
117131,
117132,16.0 pounds
117134,
117135,29.3 grams
117136,16.0 fluid ounces
117138,
117139,11.0 grams
117141,22.0 ounces
117142,3.8 pounds
117143,2.8 pounds
117145,
117146,
117147,1.5 kilograms
117148,200 grams
117150,20.0 milliliters
117151,10.3 pounds
117152,325 grams
117153,1.3 pounds
117154,2.0 pounds
117155,1.5 pounds
117158,
117160,660 pounds
117162,12.0 pounds
117164,71.65 pounds
117166,4.9 pounds
117168,330 pounds
117169,4.0 liters
117171,8 fluid ounces
117172,3.5 ounces
117174,44.1 pounds
117175,8.0 fluid ounces
117176,300.0 kilograms
117178,
117180,0.76 kilograms
117181,
117182,12.0 liters
117184,
117185,1.0 ounce
117186,
117187,
117189,
117190,
117191,10.0 pounds
117192,
117193,308 grams
117194,
117196,0.84 kilograms
117199,250.0 pounds
117202,1.1 kilograms
117203,
117204,0.5 kilograms
117205,
117208,0.66 ounces
117209,1.0 liter
117213,13.7 pounds
117214,1.2 pounds
117217,7.6 ounces
117218,1 gram
117219,4.0 fluid ounces
117220,8.2 kilograms
117221,22 pounds
117223,270.0 grams
117224,
117225,230 grams
117227,
117228,750 milliliters
117230,1.5 kilograms
117231,8.0 kilograms
117235,40.3 pounds
117236,1.0 gram
117237,
117238,
117240,345 grams
117241,8.0 fluid ounces
117242,1.543 pounds
117244,190 milliliters
117245,0.42 kilograms
117247,
117250,
117251,
117253,1.3 pounds
117254,14 pounds
117256,
117257,3.5 pounds
117258,20.0 pounds
117259,350 pounds
117261,16.2 ounces
117262,8 ounces
117264,660 pounds
117265,
117267,10.0 grams
117268,4.6 pounds
117270,12.0 fluid ounces
117275,
117277,5.5 pounds
117278,
117280,4.0 fluid ounces
117281,
117282,
117283,
117284,48.0 pounds
117285,
117286,
117288,
117289,
117290,
117291,25.0 kilograms
117293,0.0 grams
117294,
117295,
117297,0.5 pounds
117298,750 milliliters
117300,16 fluid ounces
117301,0.15 kilograms
117302,
117303,
117306,500 pounds
117308,12.0 grams
117309,5.5 ounces
117310,
117312,1.59 ounces
117313,
117314,
117315,
117316,50.0 grams
117317,
117320,400 pounds
117324,1.0 pound
117328,0.5 pounds
117329,1.3 kilograms
117330,32 fluid ounces
117332,1.5 kilograms
117333,0.1 pounds
117336,
117337,
117338,21 pounds
117339,430 grams
117341,
117344,
117345,24.2 pounds
117346,
117347,10.0 pounds
117348,
117349,50.0 milliliters
117351,1.5 kilograms
117352,3.27 pounds
117353,
117355,3.8 pounds
117359,
117362,118.0 milliliters
117363,746 grams
117364,1.5 fluid ounces
117365,2.2 pounds
117366,
117367,
117368,126.0 grams
117369,12.0 kilograms
117371,2.3 kilograms
117372,
117373,1.0 pound
117375,128 grams
117376,5.0 grams
117377,1.9 pounds
117378,16 fluid ounces
117380,1.5 kilograms
117381,10.0 milliliters
117384,
117385,1.5 kilograms
117387,
117390,1.5 kilograms
117391,
117392,32.0 fluid ounces
117393,
117396,550 pounds
117398,3.299 kilograms
117401,400 grams
117402,0.0 grams
117403,
117406,8.0 fluid ounces
117407,
117408,
117410,0.1 ounces
117411,
117414,
117415,1.5 pounds
117416,750 milliliters
117417,75 grams
117421,330 pounds
117423,4.2 pounds
117424,
117426,14 fluid ounces
117428,1.4 kilograms
117429,650 grams
117431,44.0 pounds
117432,
117433,11.0 milliliters
117434,9.63 pounds
117435,0.63 pounds
117436,100 grams
117437,
117441,
117443,
117445,1.2 pounds
117446,
117447,16.0 fluid ounces
117448,
117450,0.65 kilograms
117451,99 pounds
117452,
117453,
117455,5.0 ounces
117456,750 milliliters
117457,3.5 ounces
117459,1 fluid ounce
117460,
117462,0.1 grams
117463,3.5 ounces
117464,5.0 fluid ounces
117465,0.8 kilograms
117466,
117467,0.79 pounds
117469,
117471,
117474,
117475,0.45 pounds
117476,19.6 pounds
117477,10.0 pounds
117478,0.79 pounds
117479,
117480,
117481,
117482,
117484,
117485,10.0 pounds
117486,127.9 pounds
117489,33.3 fluid ounces
117490,10.58 ounces
117492,4.73 kilograms
117493,
117494,
117495,12.0 pounds
117497,
117498,41 pounds
117499,150 grams
117500,125 kilograms
117502,
117504,0.5 kilograms
117505,
117506,1.5 kilograms
117508,
117509,
117510,
117513,
117515,1.6 pounds
117517,77 pounds
117518,14.51 kilograms
117519,2.0 pounds
117520,
117521,1.4 kilograms
117523,366 grams
117524,1 gallon
117525,
117526,2.27 kilograms
117527,3.0 pounds
117528,
117533,40.0 pounds
117534,
117535,
117537,3.25 pounds
117538,9.17 ounces
117539,1.5 kilograms
117542,330 pounds
117543,
117545,250 grams
117546,0.77 pounds
117547,2.25 pounds
117548,661.4 pounds
117549,330.0 milliliters
117550,
117554,180.0 grams
117555,1.0 fluid ounce
117556,17.0 fluid ounces
117558,32.0 ounces
117560,2000 grams
117561,14 grams
117562,300 grams
117563,
117564,65.0 kilograms
117567,18.0 pounds
117568,148 grams
117569,2.5 kilograms
117570,
117572,1.5 kilograms
117573,19 ounces
117575,0.5 kilograms
117576,2.0 kilograms
117577,
117578,1.78 pounds
117580,
117581,
117582,32 fluid ounces
117585,
117586,1.0 pound
117587,175 grams
117589,0.73 pounds
117590,101.4 fluid ounces
117591,750 milliliters
117592,23.1 pounds
117593,7.0 pounds
117594,7.3 pounds
117595,1.3 kilograms
117596,8.8 ounces
117597,
117599,0.5 kilograms
117600,12.7 fluid ounces
117602,1.0 liter
117603,500 grams
117604,
117605,
117606,24.0 ounces
117608,1.5 kilograms
117610,1.0 kilogram
117611,
117612,1.0 kilogram
117613,11.5 fluid ounces
117614,16.9 fluid ounces
117615,8.0 pounds
117617,121 grams
117619,220.0 pounds
117620,
117621,0.0 grams
117622,
117623,170.0 grams
117625,
117626,1.5 kilograms
117627,
117629,
117631,454.0 grams
117632,6.8 kilograms
117635,
117636,9.8 ounces
117637,
117640,2.5 pounds
117643,
117644,0.5 kilograms
117645,4.0 fluid ounces
117646,1.0 kilogram
117647,
117648,220 grams
117650,15 pounds
117651,8.8 pounds
117653,
117655,55.0 pounds
117657,
117658,
117659,
117662,
117663,80.0 pounds
117664,32.0 fluid ounces
117665,0.0 grams
117666,66.0 pounds
117668,14.00 grams
117670,
117671,
117672,
117673,4.3 pounds
117674,1.83 kilograms
117677,
117678,500 grams
117679,13.0 ounces
117680,
117681,
117682,4.2 ounces
117683,119 pounds
117684,32.0 fluid ounces
117685,16.9 fluid ounces
117686,
117687,
117688,
117689,10.0 milliliters
117690,2.0 fluid ounces
117693,
117694,750 milliliters
117695,
117696,440 pounds
117698,47 pounds
117699,1.0 pound
117701,0.55 pounds
117702,106 grams
117703,23.0 pounds
117704,1.32 pounds
117705,
117706,4.2 ounces
117707,
117709,290 grams
117710,
117711,
117712,
117713,0.1 grams
117714,500 milliliters
117715,
117716,0.084 fluid ounces
117718,1.9 pounds
117720,
117722,1.3 kilograms
117723,45 kilograms
117726,
117727,500 grams
117728,40.0 grams
117730,1.0 pound
117731,1.5 kilograms
117733,1.5 pounds
117734,
117735,2.2 pounds
117738,760 grams
117739,20.0 pounds
117740,30.0 grams
117741,
117744,73.6 pounds
117745,
117746,
117747,5.0 fluid ounces
117748,500 grams
117750,
117751,30 kilograms
117753,3.0 grams
117754,10.0 pounds
117756,1.5 kilograms
117758,
117759,0.38 pounds
117760,12.0 fluid ounces
117761,1.0 pound
117762,
117763,300 pounds
117765,
117766,1 fluid ounce
117768,8.0 fluid ounces
117769,37 kilograms
117771,0.78 pounds
117772,
117773,
117774,8.0 grams
117775,750 milliliters
117776,330 pounds
117778,
117779,
117780,
117782,1.5 kilograms
117784,
117785,0.35 ounces
117786,400 pounds
117788,50.0 fluid ounces
117789,1.0 kilogram
117790,302 grams
117791,2.7 pounds
117792,
117793,500 grams
117795,1.5 kilograms
117796,
117797,8.45 fluid ounces
117798,
117799,14.99 pounds
117800,
117803,0.79 pounds
117805,1.0 pound
117806,16.3 pounds
117808,120 milliliters
117809,200 grams
117814,
117815,1.5 kilograms
117817,55 pounds
117819,10 pounds
117821,
117822,
117823,
117824,500 grams
117825,143 pounds
117826,380 grams
117829,0.45 kilograms
117830,35 pounds
117832,8 pounds
117834,35.0 pounds
117835,30 ounces
117836,
117837,30 milliliters
117838,1.5 pounds
117839,12.0 ounces
117841,500 grams
117842,10.8 ounces
117843,8.5 ounces
117845,330 pounds
117847,2 liters
117848,12 fluid ounces
117850,16 fluid ounces
117851,500 grams
117852,1.5 pounds
117853,
117854,6.0 kilograms
117855,
117856,
117861,
117862,0.5 kilograms
117864,200 grams
117865,
117866,
